#id,name,request_email,notes,home_page,tag_string
mairie-14249-01,Mairie - Esquay-Notre-Dame,mairie@esquay.fr,"Adresse : 2 passage du Souvenir, 14210, Esquay-Notre-Dame | Tél : 02 31 80 45 46 | Fax : 02 31 80 20 09",http://www.esquaynotredame.net,mairie
mairie-14250-01,Mairie - Esquay-sur-Seulles,mairie-esquaysurseulles@orange.fr,"Adresse : 4 chemin de l'Église, 14400, Esquay-sur-Seulles | Tél : 02 31 92 50 54 | Fax : ",,mairie
mairie-14251-01,Mairie - Esson,mairie.esson@orange.fr,"Adresse : 4 rue de Pont-d'Ouilly, 14220, Esson | Tél : 02 31 79 45 13 | Fax : ",,mairie
mairie-14252-01,Mairie - Estrées-la-Campagne,mairie.estreeslacampagne@orange.fr,"Adresse : 9 rue des Colombiers, 14190, Estrées-la-Campagne | Tél : 02 31 40 10 22 | Fax : ",www.estreeslacampagne.fr,mairie
mairie-14254-01,Mairie - Éterville,info@mairie-eterville.fr,"Adresse : Rue du Bout-de-Bas, 14930, Éterville | Tél : 02 31 74 20 81 | Fax : 02 31 74 23 75",http://www.mairie-eterville.fr,mairie
mairie-14256-01,Mairie - Étréham,mairie-etreham@wanadoo.fr,"Adresse : Place de l'Église, 14400, Étréham | Tél : 02 31 21 76 30 | Fax : ",,mairie
mairie-14257-01,Mairie - Évrecy,info@ville-evrecy.fr,"Adresse : 1 place du Général-de-Gaulle, 14210, Évrecy | Tél : 02 31 29 33 33 | Fax : 02 31 29 33 30",http://www.ville-evrecy.fr,mairie
mairie-14260-01,Mairie - Fauguernon,mairiefaugernon@orange.fr,"Adresse : 29 chemin de l'Église, 14100, Fauguernon | Tél : 09 67 18 98 28 | Fax : 02 31 64 98 28",http://fauguernon.fr,mairie
mairie-14261-01,Mairie - Le Faulq,mairie-le-faulq@wanadoo.fr,"Adresse : Ancien Presbytère - 52 route de l'Usine, 14130, Le Faulq | Tél : 02 31 64 68 40 | Fax : 02 31 64 77 60",,mairie
mairie-14266-01,Mairie - Feuguerolles-Bully,contact@feuguerolles-bully.fr,"Adresse : 6 rue de Caen, 14320, Feuguerolles-Bully | Tél : 02 31 26 92 89 | Fax : 02 31 26 64 21",http://www.feuguerolles-bully.fr,mairie
mairie-14269-01,Mairie - Fierville-les-Parcs,mairie.fierville.les.parcs@wanadoo.fr,"Adresse : 59 chemin de l'Église, 14130, Fierville-les-Parcs | Tél : 02 31 65 44 42 | Fax : 09 62 53 89 06",,mairie
mairie-14270-01,Mairie - Firfol,mairie.firfol@wanadoo.fr,"Adresse : 1 chemin de l'Église, 14100, Firfol | Tél : 02 31 63 65 67 | Fax : 02 31 63 65 67",,mairie
