#id,name,request_email,notes,home_page,tag_string
mairie-02360-01,Mairie - Villeneuve-sur-Aisne,mairie@ville-guignicourt.fr,"Adresse : Guignicourt - Place du Maréchal-Leclerc - BP 16, 2190, Villeneuve-sur-Aisne | Tél : 03 23 25 36 60 | Fax : 03 23 79 74 55",http://ville-guignicourt.fr,mairie
mairie-02360-02,Mairie déléguée - Menneville,commune.menneville@wanadoo.fr,"Adresse : Menneville - 1 place de la Mairie, 2190, Villeneuve-sur-Aisne | Tél : 03 23 79 76 83 | Fax : 03 23 79 76 83",http://www.menneville-02.fr,mairie
mairie-02361-01,Mairie - Guise,accueil-mairie@ville-guise.fr,"Adresse : 91 rue Chantraine, 2120, Guise | Tél : 03 23 61 80 80 | Fax : 03 23 61 17 67",http://www.ville-guise.fr,mairie
mairie-02362-01,Mairie - Guivry,mairie.guivry@wanadoo.fr,"Adresse : 4 rue de Beaugies, 2300, Guivry | Tél : 03 23 52 10 13 | Fax : 03 23 52 10 13",,mairie
mairie-02363-01,Mairie - Guny,mairie.guny@orange.fr,"Adresse : Place Saint-Georges, 2300, Guny | Tél : 03 23 38 86 79 | Fax : 03 23 52 81 25",,mairie
mairie-02364-01,Mairie - Guyencourt,mairie.de.guyencourt@orange.fr,"Adresse : 6 rue Trouvelot, 2160, Guyencourt | Tél : 03 23 20 75 31 | Fax : ",,mairie
mairie-02366-01,Mairie - Hannapes,mairie-hannapes@wanadoo.fr,"Adresse : 2 rue de Verdun, 2510, Hannapes | Tél : 03 23 60 63 47 | Fax : 03 23 60 56 89",,mairie
mairie-02367-01,Mairie - Happencourt,mairie.happencourt@wanadoo.fr,"Adresse : 2 place de la Mairie, 2480, Happencourt | Tél : 03 23 60 53 66 | Fax : ",,mairie
mairie-02368-01,Mairie - Haramont,mairie.haramont@orange.fr,"Adresse : 1 place de Verdun, 2600, Haramont | Tél : 03 23 96 22 39 | Fax : ",http://www.haramont.fr,mairie
mairie-02369-01,Mairie - Harcigny,mairie.harcigny@wanadoo.fr,"Adresse : 2 rue du Presbytère, 2140, Harcigny | Tél : 03 23 98 82 17 | Fax : 03 23 98 24 21",,mairie
mairie-02371-01,Mairie - Harly,commune.harly@wanadoo.fr,"Adresse : 755 rue Quentin-de-la-Tour, 2100, Harly | Tél : 03 23 68 45 91 | Fax : 03 23 68 61 17",,mairie
