#id,name,request_email,notes,home_page,tag_string
mairie-33541-01,Mairie - Vensac,mairiedevensac@vensac-medoc.com,"Adresse : 1 place de la Mairie,33590,Vensac | Tél : 05 56 09 44 04 | Fax : 05 56 09 53 55",http://www.vensac-medoc.com,mairie
mairie-33542-01,Mairie - Vérac,mairiedeverac@wanadoo.fr,"Adresse : 1 le Bourg,33240,Vérac | Tél : 05 57 84 41 26 | Fax : 05 57 84 84 67",http://www.verac.fr,mairie
mairie-33543-01,Mairie - Verdelais,mairie-de-verdelais@wanadoo.fr,"Adresse : 3 les Allées,33490,Verdelais | Tél : 05 56 62 02 06 | Fax : 05 56 76 70 01",http://www.verdelais.fr,mairie
mairie-33544-01,Mairie - Le Verdon-sur-Mer,contact@ville-verdon.org,"Adresse : 9 boulevard Lahens,33123,Le Verdon-sur-Mer | Tél : 05 56 09 60 19 | Fax : 05 56 09 64 75",http://www.ville-verdon.org,mairie
mairie-33545-01,Mairie - Vertheuil,communedevertheuil@orange.fr,"Adresse : 2 place Saint-Pierre,33180,Vertheuil | Tél : 05 56 73 30 10 | Fax : 05 56 73 38 19",http://www.vertheuil-medoc.com,mairie
mairie-33546-01,Mairie - Vignonet,mairie.vignonet@wanadoo.fr,"Adresse : 4 Dartus,33330,Vignonet | Tél : 05 57 84 53 12 | Fax : 05 57 55 14 21",,mairie
mairie-33547-01,Mairie - Villandraut,mairiedevillandraut@wanadoo.fr,"Adresse : 1 place Général-de-Gaulle,33730,Villandraut | Tél : 05 56 25 31 41 | Fax : 05 56 25 86 14",http://www.villandraut.fr,mairie
mairie-33548-01,Mairie - Villegouge,mairie.villegouge@wanadoo.fr,"Adresse : 3 place du Général-de-Gaulle,33141,Villegouge | Tél : 05 57 84 42 08 | Fax : 05 57 84 49 64",http://www.villegouge.fr,mairie
mairie-33549-01,Mairie - Villenave-de-Rions,mairie.villenavederions33@orange.fr,"Adresse : Normand,33550,Villenave-de-Rions | Tél : 05 56 72 17 03 | Fax : 05 56 72 18 09",,mairie
mairie-33550-01,Mairie - Villenave-d'Ornon,maire@mairie-villenavedornon.fr,"Adresse : 14 bis rue du Professeur-Calmette,33140,Villenave-d'Ornon | Tél : 05 56 75 69 00 | Fax : ",http://www.villenavedornon.fr,mairie
mairie-33552-01,Mairie - Virelade,mairie.virelade@orange.fr,"Adresse : 4 rue de la Mairie - BP 17,33720,Virelade | Tél : 05 56 27 17 70 | Fax : 05 56 27 26 47",http://www.virelade.fr,mairie
