#id,name,request_email,notes,home_page,tag_string
mairie-45075-01,Mairie - La Chapelle-Saint-Mesmin,contact.mairie@ville-lachapellesaintmesmin.fr,"Adresse : 2 rue du Château,45380,La Chapelle-Saint-Mesmin | Tél : 02 38 22 34 54 | Fax : 02 38 22 12 59",http://www.ville-lachapellesaintmesmin.fr,mairie
mairie-45076-01,Mairie - La Chapelle-Saint-Sépulcre,mairie.chapelle.st.sep@wanadoo.fr,"Adresse : 120 rue de la Mairie,45210,La Chapelle-Saint-Sépulcre | Tél : 02 38 92 12 99 | Fax : ",,mairie
mairie-45077-01,Mairie - La Chapelle-sur-Aveyron,mairiedelachapelle@free.fr,"Adresse : 59 route de Châtillon,45230,La Chapelle-sur-Aveyron | Tél : 02 38 97 50 21 | Fax : ",,mairie
mairie-45078-01,Mairie - Chapelon,mairie-chapelon@wanadoo.fr,"Adresse : 4 route de Moulon,45270,Chapelon | Tél : 02 38 95 51 86 | Fax : ",,mairie
mairie-45079-01,Mairie - Le Charme,mairielecharme@orange.fr,"Adresse : 3 route d'Aillant,45230,Le Charme | Tél : 02 38 97 11 10 | Fax : ",,mairie
mairie-45080-01,Mairie - Charmont-en-Beauce,communedecharmontenbeauce@orange.fr,"Adresse : 2 rue de la Mairie,45480,Charmont-en-Beauce | Tél : 02 38 39 56 12 | Fax : 09 70 06 93 16",http://www.charmont-en-beauce.fr,mairie
mairie-45081-01,Mairie - Charsonville,mairiecharsonville@wanadoo.fr,"Adresse : 1 rue du Moulin,45130,Charsonville | Tél : 02 38 74 23 06 | Fax : 02 38 74 24 21",http://www.charsonville.fr,mairie
mairie-45082-01,Mairie - Châteauneuf-sur-Loire,mairie@chateauneufsurloire.fr,"Adresse : 1 place Aristide-Briand,45110,Châteauneuf-sur-Loire | Tél : 02 38 58 41 18 | Fax : 02 38 58 39 10",http://www.chateauneuf-sur-loire.com,mairie
mairie-45083-01,Mairie - Château-Renard,chateau-renard@wanadoo.fr,"Adresse : 57 place de l'Hôtel-de-Ville,45220,Château-Renard | Tél : 02 38 28 79 00 | Fax : 02 38 28 79 01",http://www.chateau-renard.fr,mairie
mairie-45085-01,Mairie - Châtillon-Coligny,mairie@chatillon-coligny.fr,"Adresse : Place Coligny,45230,Châtillon-Coligny | Tél : 02 38 92 50 11 | Fax : 02 38 96 09 44",http://www.chatillon-coligny.fr,mairie
